Timestamp, Action, Price, TP, SL, Avbl
2021-07-08 20:54:00, SELL, 32810.0, 32675.258125299642, 32892.20035062608, 25.93
2021-07-08 22:02:00, SELL, 32766.26, 32573.048256004113, 32864.868133053016, 25.62
2021-07-09 01:03:00, SELL, 32426.55, 32123.01813736011, 32617.439616632746, 25.26
