timestamp,open,high,low,close,volume
2021-04-08 13:00:00,57472.08,57710.66,57256.81,57437.92,2879.673829
2021-04-08 14:00:00,57437.93,57912.02,57350.93,57688.36,2848.446625
2021-04-08 15:00:00,57688.37,57900.0,57549.62,57768.13,1894.423586
2021-04-08 16:00:00,57769.0,58000.0,57622.09,57722.47,2223.53353
2021-04-08 17:00:00,57722.59,57813.28,57538.52,57749.09,1280.489124
2021-04-08 18:00:00,57749.09,58153.31,57682.01,57899.98,1904.283311
2021-04-08 19:00:00,57899.98,58000.0,57617.04,57734.94,1320.715876
2021-04-08 20:00:00,57732.53,57824.49,57575.34,57674.17,1374.895109
2021-04-08 21:00:00,57674.18,57750.0,57449.04,57669.7,1033.366107
2021-04-08 22:00:00,57669.69,58100.0,57569.8,57916.29,1330.053092
2021-04-08 23:00:00,57916.3,58099.27,57729.63,58077.52,1094.389631
2021-04-09 00:00:00,58077.52,58389.0,58032.01,58301.72,1654.31328
2021-04-09 01:00:00,58301.72,58419.45,57933.56,57978.35,1326.512151
2021-04-09 02:00:00,57978.34,58177.02,57850.0,57903.35,1275.114861
2021-04-09 03:00:00,57903.35,58167.76,57806.03,57985.71,979.303042
2021-04-09 04:00:00,57985.71,58200.0,57971.06,58192.77,1219.538947
2021-04-09 05:00:00,58192.76,58314.0,57947.66,57947.67,1277.356886
2021-04-09 06:00:00,57947.67,58100.94,57809.38,57830.0,1445.825147
2021-04-09 07:00:00,57830.81,58062.88,57654.0,58051.42,1704.039556
2021-04-09 08:00:00,58048.7,58061.48,57669.58,57740.13,1675.368723
2021-04-09 09:00:00,57740.12,57935.94,57740.12,57911.45,1569.259373
2021-04-09 10:00:00,57911.44,58650.0,57857.95,58633.03,3251.130576
2021-04-09 11:00:00,58633.02,58894.9,58450.8,58527.19,2951.531801
2021-04-09 12:00:00,58527.2,58700.0,58350.0,58504.18,2290.103815
2021-04-09 13:00:00,58504.18,58783.47,58304.54,58390.15,2509.534482
2021-04-09 14:00:00,58390.16,58530.0,58024.0,58358.48,2593.210819
2021-04-09 15:00:00,58358.49,58369.63,58051.0,58240.0,1701.007847
2021-04-09 16:00:00,58239.99,58291.04,57870.57,58207.56,2274.286624
2021-04-09 17:00:00,58207.56,58447.89,58080.57,58405.08,1407.368662
2021-04-09 18:00:00,58405.02,58528.0,58240.35,58381.84,1390.507909
2021-04-09 19:00:00,58381.85,58499.0,58208.33,58370.59,1288.287785
2021-04-09 20:00:00,58370.59,58600.0,58263.47,58331.66,1388.154447
2021-04-09 21:00:00,58331.65,58514.07,58310.97,58361.24,888.460055
2021-04-09 22:00:00,58361.24,58361.24,58025.0,58086.38,1284.14011
2021-04-09 23:00:00,58086.37,58181.39,57873.31,58142.54,1487.528013
2021-04-10 00:00:00,58142.55,58327.9,57900.01,58109.08,1547.050745
2021-04-10 01:00:00,58109.08,58435.72,58072.92,58413.52,1476.432913
2021-04-10 02:00:00,58414.98,58733.0,58334.82,58721.55,1680.436608
2021-04-10 03:00:00,58721.22,59238.27,58707.1,59229.5,4519.509551
2021-04-10 04:00:00,59229.5,61232.83,59229.5,61074.09,11794.107861
2021-04-10 05:00:00,61074.09,61500.0,60663.1,60851.92,5998.781763
2021-04-10 06:00:00,60851.91,61050.0,60521.01,60576.8,2869.435605
2021-04-10 07:00:00,60576.8,60816.9,60333.0,60480.4,3925.458861
2021-04-10 08:00:00,60480.4,60821.58,60338.54,60534.89,2426.387609
2021-04-10 09:00:00,60534.89,60803.0,60452.65,60772.73,1891.513568
2021-04-10 10:00:00,60772.73,60997.18,60515.88,60659.02,1957.635669
2021-04-10 11:00:00,60659.02,60723.38,60500.0,60575.94,1553.650081
2021-04-10 12:00:00,60575.94,60800.0,59811.74,60088.62,3523.271144
2021-04-10 13:00:00,60088.61,60490.0,59981.06,60465.89,2381.214252
2021-04-10 14:00:00,60465.88,60499.0,60255.0,60398.19,2006.878229
2021-04-10 15:00:00,60398.19,60465.94,60106.85,60247.26,2082.226622
2021-04-10 16:00:00,60247.26,60550.0,60116.14,60265.0,2397.70075
2021-04-10 17:00:00,60265.0,60265.0,59920.86,60100.48,2358.924027
2021-04-10 18:00:00,60100.48,60115.82,59572.64,60020.0,2460.215042
2021-04-10 19:00:00,60020.0,60020.01,59550.0,59567.38,1490.84532
2021-04-10 20:00:00,59567.38,59800.0,58374.61,58615.28,3793.833218
2021-04-10 21:00:00,58619.72,59256.36,58485.84,59161.03,2360.073159
2021-04-10 22:00:00,59161.04,59399.84,59013.79,59029.17,1603.625597
2021-04-10 23:00:00,59029.17,59842.63,59008.39,59769.13,1807.215923
2021-04-11 00:00:00,59769.13,60429.56,59544.94,60148.5,3267.635378
2021-04-11 01:00:00,60148.5,60600.0,60036.58,60594.67,1914.398174
2021-04-11 02:00:00,60594.67,60594.68,60262.53,60509.7,1210.228989
2021-04-11 03:00:00,60509.7,60699.0,60202.69,60268.58,1441.270928
2021-04-11 04:00:00,60268.58,60328.0,59777.77,59906.6,1697.500794
2021-04-11 05:00:00,59906.59,60012.05,59535.52,59679.97,2572.829914
2021-04-11 06:00:00,59679.96,59909.68,59339.83,59735.0,2046.862344
2021-04-11 07:00:00,59735.01,59790.15,59400.0,59655.49,1192.611866
2021-04-11 08:00:00,59655.5,60144.7,59655.49,59961.81,1433.554804
2021-04-11 09:00:00,59961.81,60045.0,59455.09,59676.2,1743.375163
2021-04-11 10:00:00,59676.2,59950.81,59500.0,59599.99,1608.373258
2021-04-11 11:00:00,59600.0,59860.87,59450.0,59721.84,1669.713692
2021-04-11 12:00:00,59721.85,59844.0,59449.93,59724.45,1722.788442
2021-04-11 13:00:00,59724.44,59746.0,59232.52,59340.55,1816.723554
2021-04-11 14:00:00,59340.54,59664.98,59250.0,59570.77,1626.838611
2021-04-11 15:00:00,59573.36,59780.06,59558.0,59645.46,1515.938864
2021-04-11 16:00:00,59645.45,59785.37,59480.0,59569.4,1802.114348
2021-04-11 17:00:00,59569.41,59975.95,59405.18,59864.39,2132.313387
2021-04-11 18:00:00,59864.39,59948.89,59758.63,59865.0,1183.987714
2021-04-11 19:00:00,59865.01,60190.0,59557.13,59705.53,1932.371834
2021-04-11 20:00:00,59705.53,59820.0,59479.0,59707.8,1158.885152
2021-04-11 21:00:00,59707.79,59707.81,59488.57,59610.72,967.262478
2021-04-11 22:00:00,59610.72,60130.57,59433.29,60101.68,2000.612746
2021-04-11 23:00:00,60101.68,60107.96,59760.0,60002.43,1498.522957
2021-04-12 00:00:00,59998.8,60355.0,59605.0,59830.28,1825.011152
