i,timestamp,Action,Start,End,Benef,Duration
78729,2020-09-04 14:24:00,SELL,10320.0,10196.911207387639,123.08879261236143,16
78732,2020-09-04 14:27:00,SELL,10290.82,10130.3309274057,160.48907259430052,14
78736,2020-09-04 14:31:00,SELL,10268.96,10086.961826170278,181.99817382972105,18
78760,2020-09-04 14:55:00,SELL,10189.76,10307.851425179571,-118.09142517957116,1
78834,2020-09-04 16:09:00,BUY,10372.77,10477.011175639544,104.24117563954314,34
78882,2020-09-04 16:57:00,BUY,10434.68,10367.301091770678,-67.3789082293224,84
79128,2020-09-04 21:03:00,BUY,10615.05,10544.169442226941,-70.88055777305817,34
79256,2020-09-04 23:11:00,SELL,10457.38,10520.18880893795,-62.808808937950744,55
79797,2020-09-05 08:12:00,SELL,10359.79,10273.840058222519,85.94994177748231,62
79850,2020-09-05 09:05:00,SELL,10319.48,10377.665457015353,-58.18545701535368,14
79855,2020-09-05 09:10:00,SELL,10309.44,10372.039796779804,-62.599796779803,9
79906,2020-09-05 10:01:00,SELL,10292.8,10208.996338390272,83.80366160972699,76
79975,2020-09-05 11:10:00,SELL,10253.41,10166.232562089634,87.17743791036628,16
80005,2020-09-05 11:40:00,SELL,10206.33,10268.303896026668,-61.97389602666772,20
80050,2020-09-05 12:25:00,SELL,10117.2,10216.477216707615,-99.27721670761457,38
80066,2020-09-05 12:41:00,SELL,10045.82,10176.263765848491,-130.44376584849124,22
80071,2020-09-05 12:46:00,SELL,10039.99,10162.801540856279,-122.81154085627895,17
80074,2020-09-05 12:49:00,SELL,10065.38,10155.911738716457,-90.53173871645777,14
80358,2020-09-05 17:33:00,SELL,10128.18,10017.06480702694,111.1151929730604,69
80375,2020-09-05 17:50:00,SELL,10108.33,10007.082594731968,101.2474052680318,58
80409,2020-09-05 18:24:00,SELL,10081.22,9991.001582401206,90.21841759879317,27
80422,2020-09-05 18:37:00,SELL,10065.0,9969.988083299604,95.01191670039589,14
80501,2020-09-05 19:56:00,SELL,9927.22,10016.088055399896,-88.86805539989655,18
80504,2020-09-05 19:59:00,SELL,9921.11,10011.77069449264,-90.66069449263887,15
80750,2020-09-06 00:05:00,BUY,10159.56,10101.64095505367,-57.91904494632945,126
80895,2020-09-06 02:30:00,SELL,10073.46,10132.633629248252,-59.17362924825284,6
81040,2020-09-06 04:55:00,SELL,10049.42,10120.482177604059,-71.06217760405889,37
81045,2020-09-06 05:00:00,SELL,10057.93,10114.341168405062,-56.4111684050622,31
81049,2020-09-06 05:04:00,SELL,10028.07,10110.106385419598,-82.03638541959845,27
81060,2020-09-06 05:15:00,SELL,10030.75,10091.96497278302,-61.21497278302013,13
81066,2020-09-06 05:21:00,SELL,10034.35,10085.66189991021,-51.31189991020983,7
82110,2020-09-06 22:45:00,SELL,10190.55,10265.021293336302,-74.47129333630255,54
82117,2020-09-06 22:52:00,SELL,10197.07,10257.378508281066,-60.30850828106668,47
82553,2020-09-07 06:08:00,SELL,10088.38,10158.306824491983,-69.92682449198401,79
82886,2020-09-07 11:41:00,SELL,10004.38,9889.31505011428,115.0649498857183,62
82890,2020-09-07 11:45:00,SELL,10018.62,9933.128152102676,85.49184789732499,47
82895,2020-09-07 11:50:00,SELL,10007.57,9914.718454142821,92.85154585717828,42
82933,2020-09-07 12:28:00,SELL,9976.19,9880.755416907548,95.43458309245216,15
82958,2020-09-07 12:53:00,SELL,9944.33,9997.530582820003,-53.20058282000355,20
83389,2020-09-07 20:04:00,SELL,10113.61,10170.501469879899,-56.89146987989807,55
83593,2020-09-07 23:28:00,BUY,10382.7,10307.124141565124,-75.57585843487686,83
84243,2020-09-08 10:18:00,SELL,10049.11,9939.525445422438,109.58455457756281,92
84247,2020-09-08 10:22:00,SELL,10036.0,10116.890300099321,-80.8903000993214,245
84256,2020-09-08 10:31:00,SELL,10005.0,10102.381978272713,-97.38197827271324,222
84312,2020-09-08 11:27:00,SELL,9996.62,10051.304900632875,-54.684900632873905,159
