i,timestamp,Action,Start,End,Benef,Duration
11686,2020-07-20 01:01:00,SELL,9191.39,9179.163114912124,12.226885087875417,53
11693,2020-07-20 01:08:00,SELL,9188.84,9174.672194765299,14.167805234701518,52
11704,2020-07-20 01:19:00,SELL,9186.64,9172.794975537585,13.845024462414585,354
11727,2020-07-20 01:42:00,SELL,9183.68,9193.17499046478,-9.49499046478013,90
11759,2020-07-20 02:14:00,SELL,9181.99,9187.565335270489,-5.575335270488722,4
11847,2020-07-20 03:42:00,SELL,9184.26,9188.442993596012,-4.182993596012238,8
11853,2020-07-20 03:48:00,SELL,9186.12,9188.08907729728,-1.969077297279,2
11897,2020-07-20 04:32:00,SELL,9183.24,9177.342718190384,5.897281809615379,17
11906,2020-07-20 04:41:00,SELL,9182.49,9176.894011949631,5.59598805036876,9
12039,2020-07-20 06:54:00,SELL,9182.49,9177.746679842354,4.74332015764594,4
12054,2020-07-20 07:09:00,SELL,9180.1,9173.866767962543,6.233232037457128,4
12067,2020-07-20 07:22:00,SELL,9177.23,9182.655751145148,-5.425751145148752,36
12184,2020-07-20 09:19:00,BUY,9189.0,9184.707150911618,-4.292849088382354,11
12259,2020-07-20 10:34:00,SELL,9179.06,9173.274441886708,5.7855581132916996,3
12284,2020-07-20 10:59:00,SELL,9153.77,9173.990730697997,-20.22073069799626,205
12288,2020-07-20 11:03:00,SELL,9155.0,9172.394448834077,-17.394448834076684,200
12293,2020-07-20 11:08:00,SELL,9150.0,9170.795107344931,-20.79510734493124,195
12341,2020-07-20 11:56:00,SELL,9148.4,9160.219187690906,-11.819187690905892,10
12466,2020-07-20 14:01:00,SELL,9147.91,9155.244238894855,-7.334238894854934,2
12689,2020-07-20 17:44:00,BUY,9197.04,9181.642066368331,-15.39793363166973,28
12745,2020-07-20 18:40:00,SELL,9179.92,9173.553406005118,6.366593994882351,10
12750,2020-07-20 18:45:00,SELL,9178.63,9183.661238353321,-5.031238353321896,15
12762,2020-07-20 18:57:00,SELL,9180.48,9182.486021631294,-2.006021631294061,1
12818,2020-07-20 19:53:00,SELL,9157.03,9171.56383541046,-14.533835410458778,24
12825,2020-07-20 20:00:00,SELL,9152.71,9169.782869558992,-17.07286955899326,7
12958,2020-07-20 22:13:00,SELL,9162.96,9165.683951425366,-2.7239514253669768,2
13055,2020-07-20 23:50:00,SELL,9162.2,9155.429916506866,6.7700834931347345,12
13157,2020-07-21 01:32:00,BUY,9183.05,9175.606329642655,-7.443670357344672,45
13259,2020-07-21 03:14:00,SELL,9170.16,9177.114824754884,-6.954824754884612,37
13268,2020-07-21 03:23:00,SELL,9170.15,9175.969471060562,-5.819471060562137,27
13274,2020-07-21 03:29:00,SELL,9172.85,9175.430414482022,-2.580414482021297,13
13279,2020-07-21 03:34:00,SELL,9171.41,9175.211176927798,-3.801176927798224,8
13574,2020-07-21 08:29:00,BUY,9315.27,9376.161892752858,60.89189275285753,225
13719,2020-07-21 10:54:00,BUY,9344.28,9327.410509598154,-16.869490401846633,26
13728,2020-07-21 11:03:00,BUY,9350.0,9330.048874538914,-19.95112546108612,17
13879,2020-07-21 13:34:00,BUY,9405.6,9382.504357961101,-23.095642038899314,44
13989,2020-07-21 15:24:00,SELL,9356.26,9326.76371591584,29.496284084159925,31
13995,2020-07-21 15:30:00,SELL,9358.13,9334.411038909722,23.718961090276935,25
14013,2020-07-21 15:48:00,SELL,9355.44,9336.870477746696,18.569522253304967,5
14037,2020-07-21 16:12:00,SELL,9329.44,9355.349507018245,-25.909507018244767,42
14132,2020-07-21 17:47:00,BUY,9361.16,9371.537261629583,10.37726162958279,33
14544,2020-07-22 00:39:00,SELL,9366.56,9355.175352460683,11.384647539316575,16
14550,2020-07-22 00:45:00,SELL,9368.63,9361.360163037896,7.269836962103,5
14575,2020-07-22 01:10:00,SELL,9357.27,9367.721469350778,-10.451469350777188,12
14697,2020-07-22 03:12:00,SELL,9360.0,9366.468944499678,-6.4689444996784005,4
14751,2020-07-22 04:06:00,SELL,9354.97,9362.587030838538,-7.617030838538994,13
14810,2020-07-22 05:05:00,SELL,9348.03,9356.819482176674,-8.789482176673118,31
14856,2020-07-22 05:51:00,SELL,9345.47,9334.151426499688,11.318573500311686,67
14864,2020-07-22 05:59:00,SELL,9341.17,9351.736249995743,-10.56624999574342,85
14868,2020-07-22 06:03:00,SELL,9341.15,9351.12803645036,-9.978036450360378,81
15003,2020-07-22 08:18:00,SELL,9308.82,9329.750190636792,-20.93019063679276,60
15007,2020-07-22 08:22:00,SELL,9305.25,9328.292050687985,-23.042050687985466,52
15105,2020-07-22 10:00:00,SELL,9315.41,9320.303400138151,-4.893400138151264,4
15263,2020-07-22 12:38:00,SELL,9329.26,9320.059347710921,9.20065228907879,4
15274,2020-07-22 12:49:00,SELL,9325.73,9333.334295474968,-7.604295474968239,2
15328,2020-07-22 13:43:00,SELL,9328.13,9330.797503862323,-2.6675038623234286,12
15337,2020-07-22 13:52:00,SELL,9325.77,9330.287850819665,-4.5178508196640905,2
15370,2020-07-22 14:25:00,SELL,9321.14,9329.319160684849,-8.179160684849194,30
15739,2020-07-22 20:34:00,BUY,9377.01,9368.51634900644,-8.49365099355964,17
15912,2020-07-22 23:27:00,BUY,9509.06,9468.667861077647,-40.39213892235239,221
15921,2020-07-22 23:36:00,BUY,9512.66,9475.337294603687,-37.32270539631281,212
15949,2020-07-23 00:04:00,BUY,9524.0,9492.52274842812,-31.477251571879606,63
15970,2020-07-23 00:25:00,BUY,9523.29,9503.85284178885,-19.437158211150745,26
16101,2020-07-23 02:36:00,SELL,9504.95,9510.357641662393,-5.407641662392052,3
16144,2020-07-23 03:19:00,SELL,9486.23,9465.572455872134,20.65754412786555,146
16151,2020-07-23 03:26:00,SELL,9484.06,9497.871702595503,-13.811702595503448,81
16155,2020-07-23 03:30:00,SELL,9486.04,9496.832529299156,-10.792529299154921,76
16275,2020-07-23 05:30:00,SELL,9477.0,9488.465012179535,-11.465012179534824,27
16478,2020-07-23 08:53:00,BUY,9509.42,9499.649955942064,-9.770044057935593,8
16534,2020-07-23 09:49:00,SELL,9495.76,9500.091542208345,-4.331542208345127,6
16597,2020-07-23 10:52:00,SELL,9490.96,9497.90207386558,-6.942073865580824,40
16600,2020-07-23 10:55:00,SELL,9491.0,9497.481804452967,-6.481804452967481,37
16608,2020-07-23 11:03:00,SELL,9490.72,9496.529958995914,-5.809958995914712,28
16733,2020-07-23 13:08:00,SELL,9491.54,9495.721248520664,-4.181248520662848,4
16824,2020-07-23 14:39:00,SELL,9484.74,9473.716082631425,11.023917368574985,2
17173,2020-07-23 20:28:00,SELL,9576.74,9584.320152045108,-7.580152045107752,51
17177,2020-07-23 20:32:00,SELL,9572.85,9583.772651793954,-10.922651793953264,47
17183,2020-07-23 20:38:00,SELL,9573.24,9582.631055815513,-9.391055815513027,11
17221,2020-07-23 21:16:00,SELL,9575.0,9578.750392252667,-3.750392252666643,2
17419,2020-07-24 00:34:00,SELL,9590.16,9584.151839433689,6.008160566310835,9
17445,2020-07-24 01:00:00,SELL,9580.99,9589.198873395406,-8.208873395406044,19
17511,2020-07-24 02:06:00,SELL,9564.63,9578.211999739584,-13.581999739584717,4
17538,2020-07-24 02:33:00,SELL,9571.99,9566.168861790738,5.821138209261335,5
17576,2020-07-24 03:11:00,SELL,9569.68,9565.440325378655,4.23967462134533,2
17610,2020-07-24 03:45:00,SELL,9555.45,9563.60717148184,-8.157171481840123,8
17667,2020-07-24 04:42:00,SELL,9549.96,9535.760635184179,14.199364815820445,5
17707,2020-07-24 05:22:00,SELL,9534.11,9549.091790788469,-14.98179078846806,34
17810,2020-07-24 07:05:00,SELL,9482.92,9513.838455999869,-30.918455999868456,116
17820,2020-07-24 07:15:00,SELL,9489.02,9508.5159827136,-19.495982713599005,41
17908,2020-07-24 08:43:00,SELL,9491.43,9499.419910734116,-7.989910734115256,2
17964,2020-07-24 09:39:00,BUY,9518.43,9530.77140346615,12.341403466149131,31
18116,2020-07-24 12:11:00,SELL,9529.59,9522.622794492388,6.967205507611652,4
18133,2020-07-24 12:28:00,SELL,9517.15,9532.434084072964,-15.284084072964106,58
18153,2020-07-24 12:48:00,SELL,9509.67,9525.606946075628,-15.93694607562793,25
18735,2020-07-24 22:30:00,SELL,9549.13,9579.569088680133,-30.439088680133864,269
18755,2020-07-24 22:50:00,SELL,9556.03,9535.9474228563,20.0825771437012,7
18805,2020-07-24 23:40:00,SELL,9536.8,9550.06215158436,-13.262151584360254,49
18917,2020-07-25 01:32:00,SELL,9533.0,9541.207864904898,-8.207864904898088,14
18959,2020-07-25 02:14:00,BUY,9565.16,9587.988701003636,22.828701003636525,59
19284,2020-07-25 07:39:00,SELL,9580.13,9586.25270959369,-6.1227095936901605,2
19293,2020-07-25 07:48:00,SELL,9575.35,9585.444529418464,-10.094529418463935,42
19306,2020-07-25 08:01:00,SELL,9568.95,9581.998246797679,-13.048246797678075,16
19310,2020-07-25 08:05:00,SELL,9565.47,9580.851121768832,-15.3811217688326,12
19414,2020-07-25 09:49:00,SELL,9576.7,9563.497113657722,13.202886342278362,8
19449,2020-07-25 10:24:00,SELL,9568.17,9579.87088410589,-11.700884105890509,26
19461,2020-07-25 10:36:00,SELL,9569.99,9577.118787678897,-7.1287876788974245,12
19607,2020-07-25 13:02:00,BUY,9602.05,9589.386483653403,-12.663516346596225,5
19654,2020-07-25 13:49:00,SELL,9574.95,9586.641697438205,-11.691697438203846,40
19669,2020-07-25 14:04:00,SELL,9575.9,9584.518690474832,-8.618690474831965,22
19760,2020-07-25 15:35:00,BUY,9593.9,9586.552456658179,-7.34754334182071,6
20100,2020-07-25 21:15:00,BUY,9713.26,9695.201800169003,-18.058199830997182,6
20281,2020-07-26 00:16:00,SELL,9683.83,9672.92097781838,10.909022181620458,8
20284,2020-07-26 00:19:00,SELL,9680.19,9664.533582463959,15.656417536041772,11
20293,2020-07-26 00:28:00,SELL,9671.64,9688.934260747314,-17.294260747314183,27
20299,2020-07-26 00:34:00,SELL,9677.39,9687.044083190873,-9.65408319087328,21
20309,2020-07-26 00:44:00,SELL,9667.65,9685.238135020203,-17.58813502020348,10
20364,2020-07-26 01:39:00,SELL,9661.82,9678.125516361411,-16.30551636141172,47
20384,2020-07-26 01:59:00,SELL,9665.87,9655.399188193383,10.470811806617348,16
20397,2020-07-26 02:12:00,SELL,9660.42,9670.0234286746,-9.603428674599854,13
20526,2020-07-26 04:21:00,SELL,9670.5,9674.287827390934,-3.7878273909336713,15
20534,2020-07-26 04:29:00,SELL,9667.18,9673.641839557611,-6.461839557610801,7
20822,2020-07-26 09:17:00,BUY,9758.0,9793.957644831244,35.95764483124367,33
20906,2020-07-26 10:41:00,BUY,9966.99,9882.447338512906,-84.54266148709394,108
21095,2020-07-26 13:50:00,SELL,9878.6,9902.482945911479,-23.8829459114786,16
21140,2020-07-26 14:35:00,BUY,9916.42,9935.017313804365,18.597313804364603,20
21298,2020-07-26 17:13:00,SELL,9919.23,9910.096278088213,9.133721911786779,10
21341,2020-07-26 17:56:00,SELL,9909.32,9895.053981700159,14.266018299840653,7
21428,2020-07-26 19:23:00,SELL,9892.69,9905.304438211208,-12.614438211207016,13
21535,2020-07-26 21:10:00,SELL,9876.78,9882.588643487994,-5.808643487993322,5
21697,2020-07-26 23:52:00,BUY,9926.0,9937.759644822818,11.75964482281779,9
21819,2020-07-27 01:54:00,BUY,10058.68,10120.140198921628,61.460198921628034,94
21845,2020-07-27 02:20:00,BUY,10066.32,10035.289718281892,-31.03028171810729,4
21902,2020-07-27 03:17:00,BUY,10084.63,10127.858930573246,43.228930573246544,11
21951,2020-07-27 04:06:00,BUY,10228.51,10143.557742798283,-84.95225720171766,231
21983,2020-07-27 04:38:00,BUY,10239.51,10318.302236132331,78.7922361323308,74
22167,2020-07-27 07:42:00,SELL,10218.83,10179.763494700795,39.06650529920444,6
22177,2020-07-27 07:52:00,SELL,10215.68,10180.649359934076,35.03064006592467,3
22198,2020-07-27 08:13:00,SELL,10161.91,10214.33399758643,-52.42399758642932,92
22205,2020-07-27 08:20:00,SELL,10149.77,10207.628219286582,-57.858219286581516,85
22210,2020-07-27 08:25:00,SELL,10153.42,10202.941515382308,-49.52151538230828,80
22225,2020-07-27 08:40:00,SELL,10157.41,10194.047932464131,-36.637932464131154,37
22237,2020-07-27 08:52:00,SELL,10159.46,10185.369176518478,-25.90917651847849,16
22330,2020-07-27 10:25:00,BUY,10233.3,10269.213602928601,35.913602928601904,7
22335,2020-07-27 10:30:00,BUY,10234.79,10270.4758579492,35.6858579492,3
22483,2020-07-27 12:58:00,BUY,10300.9,10360.217002401394,59.31700240139435,20
22661,2020-07-27 15:56:00,SELL,10299.81,10335.756934030771,-35.946934030771445,8
22895,2020-07-27 19:50:00,SELL,10753.77,10781.047831045958,-27.27783104595801,6
23115,2020-07-27 23:30:00,SELL,10979.51,11083.500490136048,-103.99049013604781,5
23133,2020-07-27 23:48:00,SELL,11040.03,10999.209915359705,40.820084640296045,4
23136,2020-07-27 23:51:00,SELL,11004.03,11065.638165701996,-61.60816570199495,7
23190,2020-07-28 00:45:00,BUY,11179.56,11122.934602803727,-56.62539719627239,39
23293,2020-07-28 02:28:00,SELL,11051.03,10922.309851580834,128.72014841916643,30
