timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-06-10 22:17:00,37008.40000000,37023.42000000,36960.00000000,37001.18000000,70.32516000,1623363479999,2601818.31693360,2163,27.50722200,1017688.70170861,0
2021-06-10 22:18:00,37001.17000000,37001.17000000,36917.44000000,36917.44000000,80.37252400,1623363539999,2970621.09771596,1495,26.14748100,966385.73153274,0
2021-06-10 22:19:00,36917.44000000,36964.70000000,36904.05000000,36950.01000000,45.77972200,1623363599999,1691057.23151034,1443,27.34038600,1010007.62163391,0
2021-06-10 22:20:00,36950.00000000,36950.00000000,36842.33000000,36864.35000000,66.85484000,1623363659999,2465289.07736634,1603,35.76883700,1318820.03245949,0
2021-06-10 22:21:00,36864.35000000,36864.35000000,36767.68000000,36811.84000000,78.07244100,1623363719999,2873806.82798957,1776,35.96129300,1323483.51630532,0
2021-06-10 22:22:00,36815.84000000,36818.04000000,36781.28000000,36809.21000000,48.33466200,1623363779999,1778674.38061175,837,28.53991500,1050175.76579647,0
2021-06-10 22:23:00,36809.21000000,36848.93000000,36787.00000000,36839.13000000,62.03764500,1623363839999,2283839.36729716,1683,32.89181200,1211029.17623968,0
2021-06-10 22:24:00,36839.13000000,36882.14000000,36800.00000000,36882.14000000,52.02084400,1623363899999,1916403.96136157,1132,39.51228900,1455596.55942989,0
2021-06-10 22:25:00,36882.78000000,36894.36000000,36800.96000000,36819.76000000,42.27337200,1623363959999,1557880.37559028,1203,21.84033600,804816.50559828,0
2021-06-10 22:26:00,36819.75000000,36819.76000000,36787.00000000,36788.86000000,44.70065800,1623364019999,1644973.94340373,1135,24.40272800,898020.55870266,0
2021-06-10 22:27:00,36790.00000000,36792.65000000,36705.09000000,36750.23000000,50.92588600,1623364079999,1871017.87381479,1674,17.99082800,660894.96660109,0
2021-06-10 22:28:00,36750.23000000,36788.92000000,36714.24000000,36771.56000000,23.98357600,1623364139999,881438.90424057,744,12.28551100,451533.81989946,0
2021-06-10 22:29:00,36771.56000000,36790.40000000,36724.44000000,36790.40000000,34.43593800,1623364199999,1265615.79030955,1427,14.63987500,538002.03607643,0
2021-06-10 22:30:00,36790.40000000,36795.92000000,36733.08000000,36737.56000000,17.85220000,1623364259999,656245.79917393,756,7.93430300,291677.12300099,0
2021-06-10 22:31:00,36737.56000000,36737.56000000,36680.00000000,36681.89000000,43.70232400,1623364319999,1604000.14677712,1492,16.83141000,617687.33245560,0
2021-06-10 22:32:00,36681.89000000,36767.61000000,36681.89000000,36755.00000000,62.59212100,1623364379999,2298507.63347842,1183,35.62502300,1307895.24061739,0
2021-06-10 22:33:00,36755.00000000,36755.01000000,36700.00000000,36731.10000000,21.87102400,1623364439999,803174.59700717,895,7.70666500,282964.66830241,0
2021-06-10 22:34:00,36731.11000000,36740.80000000,36687.01000000,36704.92000000,27.29199400,1623364499999,1001948.85557695,881,3.99873600,146800.12716549,0
2021-06-10 22:35:00,36704.91000000,36749.99000000,36699.54000000,36709.88000000,33.57995800,1623364559999,1232971.11465865,1511,25.70241100,943648.74766291,0
